repositório,url,arquivo,file_exists,clone_error,k6-performance/no-heavy-init-context,k6-performance/no-heavy-init-context_loc,k6-performance/require-check,k6-performance/require-check_loc,k6-performance/require-tags,k6-performance/require-tags_loc,k6-performance/require-thresholds,k6-performance/require-thresholds_loc
23navi/k6,https://github.com/23navi/k6,parameters/random-sleep.js,yes,,0,,1,10:1,0,,1,5:14
metasfresh/metasfresh,https://github.com/metasfresh/metasfresh,e2e/perf/k6/audit-replay/replay-api-audit.js,yes,,0,,0,,0,,1,108:14
bcgov/healthgateway,https://github.com/bcgov/healthgateway,Testing/k6/covid/federalpvc/k6_pvcpdf.js,yes,,0,,1,36:1,6,41:5; 41:30; 45:33; 50:24; 76:24; 105:20,0,
buildfarm/buildfarm,https://github.com/buildfarm/buildfarm,contrib/k6/missingblobs.js,yes,,0,,0,,0,,0,
s00d/nuxt-i18n-micro,https://github.com/s00d/nuxt-i18n-micro,k6-script.js,yes,,0,,0,,0,,0,
voluntarily/vly2,https://github.com/voluntarily/vly2,x/perf/k6/api_people.js,yes,,0,,0,,0,,0,
hyperledger-labs/splice,https://github.com/hyperledger-labs/splice,load-tester/src/client/http.ts,yes,,0,,0,,0,,0,
salvadalba/nodaysidle-website,https://github.com/salvadalba/nodaysidle-website,perf/k6-smoke.js,yes,,0,,0,,6,17:18; 20:18; 23:18; 28:18; 31:18; 32:18,0,
keboola/keboola-as-code,https://github.com/keboola/keboola-as-code,scripts/k6/stream-api/api.js,yes,,0,,0,,6,22:15; 45:11; 72:15; 80:11; 97:17; 107:17,0,
arnonsang/shadow-ua,https://github.com/arnonsang/shadow-ua,src/exports/index.ts,yes,,0,,0,,0,,0,
Umbra-Team/Umbra,https://github.com/Umbra-Team/Umbra,load-testing/api-crud-operations-k6.js,yes,,0,,1,51:1,5,61:15; 81:28; 94:18; 111:28; 123:28,1,4:14
ApdexOne/grafana-prometheus,https://github.com/ApdexOne/grafana-prometheus,script/script.js,yes,,0,,0,,0,,1,4:14
duyhuynh14/vendure,https://github.com/duyhuynh14/vendure,packages/dev-server/load-testing/scripts/search-and-checkout.js,yes,,0,,0,,0,,1,13:12
Salonee-Jain/k6,https://github.com/Salonee-Jain/k6,admin-portal/customer/loginFlow.js,yes,,0,,0,,3,29:36; 45:23; 58:28,0,
RafaelFerSilva/k6,https://github.com/RafaelFerSilva/k6,documentation/4-functional_behavior_check copy.js,yes,,0,,0,,0,,0,
vicvalicelle/quality-assurance,https://github.com/vicvalicelle/quality-assurance,Sprint_6/TesteK6/Cenarios/Produto/StressTest.js,yes,,0,,0,,0,,0,
data-bass/Malcolm-SpotifyAlbum,https://github.com/data-bass/Malcolm-SpotifyAlbum,database/stressTesting/ksixScript.js,yes,,0,,0,,0,,1,4:12
govuk-one-login/performance-testing,https://github.com/govuk-one-login/performance-testing,deploy/scripts/src/mobile/sts/utils/assertions.ts,yes,,0,,0,,0,,0,
edusoftpro/js-k6,https://github.com/edusoftpro/js-k6,k6-apijs-examples/10metrics/gauges.js,yes,,0,,1,13:1,0,,0,
edusoftpro/js-k6,https://github.com/edusoftpro/js-k6,qanda/04literals-json.js,yes,,0,,1,10:1,0,,1,5:14
edusoftpro/js-k6,https://github.com/edusoftpro/js-k6,k6-examples/04thresholds/x-thresholds-group-duration.js,yes,,0,,0,,4,15:5; 16:5; 17:5; 21:5,0,
janzolini/k6-performance-test,https://github.com/janzolini/k6-performance-test,src/requests/getCrocodiles.request.js,yes,,0,,0,,2,15:26; 26:26,0,
rpp36-sdc-bit/rpp36-chris-overview,https://github.com/rpp36-sdc-bit/rpp36-chris-overview,server/scripts1.js,yes,,0,,0,,0,,0,
arn-ob/script-load-testing,https://github.com/arn-ob/script-load-testing,specs/parallel/academic/notice-indent-segment-101.js,yes,,0,,0,,0,,1,5:12
arn-ob/script-load-testing,https://github.com/arn-ob/script-load-testing,specs/testing_v1/notice-service/hp-skill-notice-service-notices-ind-segment.js,yes,,0,,0,,0,,1,5:12
sivaprkolli/k6_sample_tests,https://github.com/sivaprkolli/k6_sample_tests,verify_post_request.js,yes,,0,,0,,0,,1,6:14
jyasuu/rs-benchmark,https://github.com/jyasuu/rs-benchmark,postgres.k6.js,yes,,0,,0,,0,,1,4:14
Kong/kong_ai_gateway-portkey-litellm-benchmark,https://github.com/Kong/kong_ai_gateway-portkey-litellm-benchmark,k6/wiremock.js,yes,,0,,0,,2,27:11; 30:5,1,6:14
getcord/cord,https://github.com/getcord/cord,ops/aws/src/radical-stack/ec2/zero.ts,yes,,0,,0,,0,,0,
beincom/bic-notification-perf-load,https://github.com/beincom/bic-notification-perf-load,src/scenarios/answer-quiz.scenarios.ts,yes,,0,,0,,0,,0,
weaviate/xk6-weaviate,https://github.com/weaviate/xk6-weaviate,examples/object-operations.js,yes,,0,,0,,9,78:7; 106:5; 133:5; 144:5; 155:5; 179:5; 191:5; 200:7; 213:5,0,
rafaelhbrasil/csharp_async_examples,https://github.com/rafaelhbrasil/csharp_async_examples,AsyncBenchmarks.WebApi/k6/async.js,yes,,0,,1,13:1,0,,1,4:14
CanAISolutions/canai-cursor-codex-v6.1.4,https://github.com/CanAISolutions/canai-cursor-codex-v6.1.4,workspace-organization/01-foundation/tracking/production-metrics-integration.ts,yes,,0,,0,,0,,0,
lgjsherond/TechHubDemo,https://github.com/lgjsherond/TechHubDemo,browserAutomation.js,yes,,0,,0,,0,,0,
Qwitter/Qwitter-Testing,https://github.com/Qwitter/Qwitter-Testing,Stress/scripts/auth/username-suggestions.js,yes,,0,,0,,0,,1,9:12
Qwitter/Qwitter-Testing,https://github.com/Qwitter/Qwitter-Testing,Stress/scripts/auth/check-existence.js,yes,,0,,0,,0,,1,9:12
ekacs/K6-script-collection,https://github.com/ekacs/K6-script-collection,sipencatar/skenario4.1.js,yes,,0,,0,,0,,0,
pwllxqc/amelichka,https://github.com/pwllxqc/amelichka,loadtest.js,yes,,0,,0,,2,19:13; 28:13,0,
igorbrandao18/watch-test-backend,https://github.com/igorbrandao18/watch-test-backend,k6/user-actions.js,yes,,0,,0,,2,24:23; 38:20,0,
vimthelights/calculator,https://github.com/vimthelights/calculator,loadTests/smokeTest.js,yes,,0,,0,,0,,0,
HeyCW/akademi-koding-performance-testing,https://github.com/HeyCW/akademi-koding-performance-testing,home/spike-testing.js,yes,,0,,1,14:1,0,,1,4:14
Gapminder/small-waffle,https://github.com/Gapminder/small-waffle,load-testing/browser-based.js,yes,,0,,0,,0,,0,
ruanbekker/grafana-observability-primer,https://github.com/ruanbekker/grafana-observability-primer,k6lib/http_gets.js,yes,,0,,0,,0,,1,4:12
zidane-itb/APKS,https://github.com/zidane-itb/APKS,scripts/use_case_2.js,yes,,0,,0,,0,,0,
effectmoe/ai-accounting-system,https://github.com/effectmoe/ai-accounting-system,src/mastra/tools/problem-solving-tools.ts,yes,,0,,0,,0,,0,
wizenheimer/periscope,https://github.com/wizenheimer/periscope,scripts/openai-prefix-caching.js,yes,,0,,0,,0,,1,36:14
joanlopez/xk6-aws,https://github.com/joanlopez/xk6-aws,examples/s3.js,yes,,0,,0,,4,20:2; 28:2; 35:2; 44:2,0,
FalkFlow/api-php,https://github.com/FalkFlow/api-php,Ambiente de Pruebas/prueba_logs1.js,yes,,0,,0,,0,,0,
fishperson113/ticklab-challenge,https://github.com/fishperson113/ticklab-challenge,perf/script.js,yes,,0,,0,,0,,0,
pdellaert/fbw-aircraft-git-lfs,https://github.com/pdellaert/fbw-aircraft-git-lfs,fbw-a380x/src/systems/fmgc/src/flightplanning/new/segments/enroute/WaypointLoading.spec.ts,yes,,0,,0,,0,,0,
ducnt114/go-getting-started,https://github.com/ducnt114/go-getting-started,loadtest.js,yes,,0,,0,,0,,1,5:12
ONLYOFFICE/DocSpace-stress-tests,https://github.com/ONLYOFFICE/DocSpace-stress-tests,FolderMy/openedit.js,yes,,0,,0,,3,86:9; 104:17; 114:5,1,15:14
S6-LT/LumbridgeTimes,https://github.com/S6-LT/LumbridgeTimes,Testing/SmokeTest.js,yes,,0,,1,10:1,0,,0,
stellio-hub/ngsild-load-tests,https://github.com/stellio-hub/ngsild-load-tests,src/api/create-subscription.js,yes,,0,,0,,0,,0,
saint1991/samples,https://github.com/saint1991/samples,k6/src/libs/apis/schema.ts,yes,,0,,0,,0,,0,
EscolaDnc/TesteEstabilidade,https://github.com/EscolaDnc/TesteEstabilidade,rota_get_stress.js,yes,,0,,1,22:3,0,,0,
olgaStadnyk/k6-learning,https://github.com/olgaStadnyk/k6-learning,project/pages/api/logout.js,yes,,0,,0,,0,,0,
firmansyah-github/quarkus-generated-test,https://github.com/firmansyah-github/quarkus-generated-test,src/main/k6/factor.articles.k6.collection.js,yes,,0,,0,,14,416:7; 421:7; 482:7; 487:7; 548:7; 553:7; 615:7; 620:7; 681:7; 686:7; 747:7; 752:7; 813:7; 818:7,1,15:12
rogatka/advertisements,https://github.com/rogatka/advertisements,load-testing/increment-views-kafka.js,yes,,0,,0,,0,,1,19:14
born-to-be-mad/azure-experiments,https://github.com/born-to-be-mad/azure-experiments,asb/docs/supply-events.js,yes,,0,,1,9:1,0,,1,4:12
CryptoJym/ai-agent-village-monitor,https://github.com/CryptoJym/ai-agent-village-monitor,packages/server/load/k6-http.js,yes,,0,,0,,5,33:18; 37:20; 42:17; 43:15; 48:16,1,4:14
ozontech/seq-db,https://github.com/ozontech/seq-db,benchmarks/k6/seq-db-aggs-min-by-status.js,yes,,0,,0,,0,,1,7:12
hitansh-tria/LoadTesting,https://github.com/hitansh-tria/LoadTesting,Archive/emailOTPSignUp.js,yes,,0,,1,26:1,4,39:18; 54:14; 80:14; 93:14,1,7:14
izhigalko/otus-demo-istio,https://github.com/izhigalko/otus-demo-istio,app/load/load.js,yes,,0,,1,15:1,2,16:5; 17:5,1,4:12
cabinetoffice/GCGS-Central-Digital-Platform,https://github.com/cabinetoffice/GCGS-Central-Digital-Platform,terragrunt/tools/k6/scripts/requests/Tenant/postTenant.js,yes,,0,,0,,0,,0,
lemonson03/load-test-template,https://github.com/lemonson03/load-test-template,load-api/src/index.js,yes,,0,,0,,0,,0,
Krithikeswaranmk/final_helyxon,https://github.com/Krithikeswaranmk/final_helyxon,.history/src/services/langchainLocalService_20250610092951.ts,yes,,0,,0,,0,,0,
RavinduWeerakoon/front,https://github.com/RavinduWeerakoon/front,backend/load_testing/add_entry.js,yes,,0,,0,,2,23:20; 46:23,1,4:14
nadiaalnd/Performance-Test-Adameds-V3,https://github.com/nadiaalnd/Performance-Test-Adameds-V3,src/admisi/master-pasien/get-all/GetAll.js,yes,,0,,0,,0,,0,
nadiaalnd/Performance-Test-Adameds-V3,https://github.com/nadiaalnd/Performance-Test-Adameds-V3,src/setting/print-out/get-printout/GetPrintOut.js,yes,,0,,0,,0,,0,
ignacioSuay/cloud-sql-performance-tests,https://github.com/ignacioSuay/cloud-sql-performance-tests,terraform/docker/script.js,yes,,0,,0,,3,41:13; 47:9; 55:9,1,8:14
kithekadk/Employee-management-system,https://github.com/kithekadk/Employee-management-system,backend/src/k6_performance/smoketest.js,yes,,0,,1,12:1,0,,0,
torbendury/kube-networkpolicy-denier,https://github.com/torbendury/kube-networkpolicy-denier,hack/k6/spike.js,yes,,0,,0,,0,,1,4:14
azophy/loadtest-tools-benchmark,https://github.com/azophy/loadtest-tools-benchmark,tester/k6/script-static-multireq.js,yes,,0,,0,,2,8:15; 11:16,0,
philipheferreira/Curso-teste-performance-com-K6,https://github.com/philipheferreira/Curso-teste-performance-com-K6,5 - Conteúdo adicional/2GerandoDashboarddeSaidacomK6.js,yes,,0,,1,9:1,0,,1,4:14
pgj/couchdb-k6,https://github.com/pgj/couchdb-k6,mango/common/benchmark.mjs,yes,,0,,0,,5,49:17; 53:6; 59:17; 73:26; 84:27,0,
LukhasAI/Lukhas,https://github.com/LukhasAI/Lukhas,load/spike.js,yes,,0,,0,,0,,0,
algotouch/algotouch-app,https://github.com/algotouch/algotouch-app,load-testing/k6/auth.js,yes,,0,,0,,2,20:20; 46:24,0,
cognoco/User-Mgmt,https://github.com/cognoco/User-Mgmt,scripts/performance/k6Benchmark.js,yes,,0,,0,,4,26:17; 32:17; 38:17; 44:17,0,
jihadelsayed/Neetechs_Chain,https://github.com/jihadelsayed/Neetechs_Chain,neetechs/scripts/perf/k6_publish_buy_play.js,yes,,0,,0,,0,,0,
elrison/teste-desempenho-teastore,https://github.com/elrison/teste-desempenho-teastore,k6-teastore/teste-carga-simples.js,yes,,0,,0,,0,,1,12:14
jsvitorm/ponderadasemana9m9,https://github.com/jsvitorm/ponderadasemana9m9,src/soak.js,yes,,0,,0,,0,,1,4:12
jpandof/sinfon-ia,https://github.com/jpandof/sinfon-ia,src/data/agents.ts,yes,,0,,0,,0,,0,
algonacci/k6-demo,https://github.com/algonacci/k6-demo,src/api-testing-demo/scenarios.js,yes,,0,,0,,0,,1,5:14
marcosborges/terraform-aws-loadtest-distribuited,https://github.com/marcosborges/terraform-aws-loadtest-distribuited,examples/plan/k6/basic.js,yes,,0,,0,,0,,0,
JoaoChoma/testedesoftware2025,https://github.com/JoaoChoma/testedesoftware2025,SEMANA16/k6/script.js,yes,,0,,0,,0,,0,
yunhalee05/walkerholic,https://github.com/yunhalee05/walkerholic,k6/main/smoke.js,yes,,0,,1,15:1,0,,0,
habyyb/CD-AdvancedDigitalIQ,https://github.com/habyyb/CD-AdvancedDigitalIQ,src/loadgenerator/K6_performance.js,yes,,0,,0,,4,188:21; 194:24; 200:32; 213:30,0,
thomas-chiang/k6_sharing,https://github.com/thomas-chiang/k6_sharing,3.3.metric&custom-metrics.js,yes,,0,,1,21:1,2,22:15; 26:11,0,
aziemp66/learn-k6,https://github.com/aziemp66/learn-k6,belajar-k6/src/ping.js,yes,,0,,0,,0,,1,5:14
JavierSpartan-117/SQA_Semana_9,https://github.com/JavierSpartan-117/SQA_Semana_9,pruebaCarrito.js,yes,,0,,0,,4,10:20; 14:23; 18:22; 21:23,1,4:12
evc8p/gehtsoft-study,https://github.com/evc8p/gehtsoft-study,src/main/java/com/evch/rrm/webserver/k6/loadtest1.js,yes,,0,,0,,2,18:18; 26:18,0,
laszlo-igaz-ah/cloudx-java-developer,https://github.com/laszlo-igaz-ah/cloudx-java-developer,k6/sudden-spike-web-app-petstoreapp.js,yes,,0,,1,12:1,5,13:5; 15:5; 17:5; 19:5; 21:5,1,4:12
janbraunsdorff/catan,https://github.com/janbraunsdorff/catan,.telemetry/k6/script.js,yes,,0,,1,58:1,0,,1,4:14
576576/hadesbot-lite,https://github.com/576576/hadesbot-lite,src/index.ts,yes,,0,,0,,0,,0,
DimDev/php-runtimes-benchmark,https://github.com/DimDev/php-runtimes-benchmark,001_symfony7_wo_db/testing-tools/k6/script_vus5_dur30s.js,yes,,0,,1,16:1,0,,1,4:14
CrispinManda/Talky-the-Project.,https://github.com/CrispinManda/Talky-the-Project.,backend/src/k6_performance/getprojects.js,yes,,0,,1,9:1,0,,1,4:14
RemoteState/load-testing-tutorial,https://github.com/RemoteState/load-testing-tutorial,performanceTests/singleAPILoadTest.js,yes,,0,,0,,0,,0,
shamir92/go-boilerplate,https://github.com/shamir92/go-boilerplate,tools/qa/load/ping_usecase.js,yes,,0,,1,13:1,0,,1,4:14
col3name/balance-service,https://github.com/col3name/balance-service,bench/script.js,yes,,0,,1,72:1,0,,1,4:14
mentalclear/k6-project,https://github.com/mentalclear/k6-project,script.js,yes,,0,,1,10:1,0,,1,5:12
arslanrao991/zzreal_worriors,https://github.com/arslanrao991/zzreal_worriors,arslan_phase3/k6_viewReports.js,yes,,0,,0,,5,15:22; 19:5; 25:23; 26:5; 36:5,1,4:12
PraveenAsthana123/cypresstesting,https://github.com/PraveenAsthana123/cypresstesting,perf/k6-stress.js,yes,,0,,0,,4,99:23; 109:25; 122:7; 126:7,0,
lucasguerra12/AV3,https://github.com/lucasguerra12/AV3,teste_carga.js,yes,,0,,0,,0,,1,5:14
nyyshaaa/backend-app-complete,https://github.com/nyyshaaa/backend-app-complete,src/via_server/benchmark.js,yes,,1,5:18,0,,2,35:13; 41:21,0,
tgskyline/performancetest-k6,https://github.com/tgskyline/performancetest-k6,02-cenarios/constant-vus.js,yes,,0,,1,18:1,0,,1,8:14
truonghd113hd/testCI,https://github.com/truonghd113hd/testCI,scripts/authFlow.js,yes,,0,,0,,1,218:17,0,
yudas-programador/Pruebas-de-integracion,https://github.com/yudas-programador/Pruebas-de-integracion,carga_dashboard.js,yes,,0,,0,,0,,1,4:12
lucasjct/k6-udemy,https://github.com/lucasjct/k6-udemy,concepts/scenarios/03-constant-vus.js,yes,,0,,1,14:1,0,,1,4:14
Timsl1401/Kosc-Spitsenspel,https://github.com/Timsl1401/Kosc-Spitsenspel,scripts/k6-dashboard.js,yes,,0,,0,,4,30:19; 37:17; 43:18; 49:17,0,
ronansay/next-web-app,https://github.com/ronansay/next-web-app,performanceTest_K6/index.js,yes,,0,,0,,0,,1,4:14
Ranj0z/Events-Ticketing-System,https://github.com/Ranj0z/Events-Ticketing-System,Performance/Breakpoint/event.get.breakpoint.ts,yes,,0,,0,,0,,0,
sourcegraph/k6,https://github.com/sourcegraph/k6,scripts/stress.js,yes,,2,22:20; 22:31,0,,3,69:19; 73:19; 83:28,1,24:14
rpampin/elevate-ai-replit-modern,https://github.com/rpampin/elevate-ai-replit-modern,scripts/import-bootcamp-data.js,yes,,0,,0,,0,,0,
jeromeguillaume/kong-plugin-soap-xml-handling,https://github.com/jeromeguillaume/kong-plugin-soap-xml-handling,loadtesting/k6/scen0.js,yes,,0,,0,,0,,1,9:14
Spaceona/backend-go,https://github.com/Spaceona/backend-go,loadtesting/hourTest.js,yes,,0,,0,,4,23:22; 45:18; 64:26; 75:23,0,
TheMech4nic/Multi_Vendor_Data_Fetch,https://github.com/TheMech4nic/Multi_Vendor_Data_Fetch,loadtest/script.js,yes,,0,,0,,2,50:19; 83:21,0,
iago-abner/k6,https://github.com/iago-abner/k6,examples/experimental/browser.js,yes,,0,,0,,0,,0,
kimdh-hi/spring-study,https://github.com/kimdh-hi/spring-study,spring-http-client/openfeign/k6.js,yes,,0,,1,9:1,0,,1,4:14
etalazz/vsa,https://github.com/etalazz/vsa,load/uniform/k6-script.js,yes,,0,,1,18:1,2,21:3; 23:5,0,
jeffascript/k6-load-testing,https://github.com/jeffascript/k6-load-testing,src/controller/user.register.ts,yes,,0,,0,,0,,0,
saifulazad/collections,https://github.com/saifulazad/collections,loadtest/loadtest.js,yes,,0,,0,,0,,1,4:12
UKHO/exchange-set-service,https://github.com/UKHO/exchange-set-service,UKHO.ExchangeSetService.API/UKHO.ExchangeSetService.LoadTests/TestCase/ESSPTUsingLiveLogsWithReadMeCacheInvalidation.js,yes,,6,6:21; 6:32; 11:14; 11:25; 12:18; 12:29,0,,0,,1,16:14
ToYou-Sparta/oddventure,https://github.com/ToYou-Sparta/oddventure,k6/scripts/scenario1-data-volume.js,yes,,0,,0,,0,,0,
ethanshi2026/Dr_Lin_Class,https://github.com/ethanshi2026/Dr_Lin_Class,exercise_11/load/k6/coach_scenario_debug.js,yes,,0,,1,12:1,0,,1,4:12
HellRok/jstris-companion,https://github.com/HellRok/jstris-companion,jstris-companion.js,yes,,0,,0,,0,,0,
duongnv129/ory-self-hosted,https://github.com/duongnv129/ory-self-hosted,keto-zanziban-multi-tenancy-rbac-per-resource/loadtest/k6/scenarios/scenario3-resource-scaling.js,yes,,0,,0,,1,320:5,0,
metrico/qryn-bench,https://github.com/metrico/qryn-bench,loki/qryn-loki-loadtest.js,yes,,0,,0,,3,51:3; 59:3; 64:3,1,39:14
likesistemas/nginx,https://github.com/likesistemas/nginx,k6/index.js,yes,,0,,0,,2,30:3; 30:9,0,
GualterAlbino/WebServiceK6,https://github.com/GualterAlbino/WebServiceK6,Fluxos/Fluxos.js,yes,,0,,0,,0,,0,
